Date,Open,High,Low,Close,Volume,Adj Close
1999-09-07,1357.24,1361.39,1333.91,1351.66,772225000,1351.66
1999-08-30,1348.27,1357.74,1304.88,1357.24,703620000,1357.24
1999-08-23,1336.61,1382.84,1336.61,1348.27,713790000,1348.27
1999-08-16,1327.68,1344.16,1315.35,1336.61,660650000,1336.61
1999-08-09,1300.29,1327.72,1267.73,1327.68,750020000,1327.68
1999-08-02,1328.72,1344.69,1287.23,1300.29,747330000,1300.29
1999-07-26,1356.94,1370.53,1328.49,1328.72,707010000,1328.72
1999-07-19,1418.78,1420.33,1349.91,1356.94,716982000,1356.94
1999-07-12,1403.28,1418.78,1386.51,1418.78,742060000,1418.78
1999-07-06,1391.22,1405.29,1384.95,1403.28,761425000,1403.28
1999-06-28,1315.31,1391.22,1315.31,1391.22,809396000,1391.22
1999-06-21,1342.84,1351.12,1308.47,1315.31,689752000,1315.31
1999-06-14,1293.64,1344.48,1292.20,1342.84,757520000,1342.84
1999-06-07,1327.75,1336.42,1287.88,1293.64,685380000,1293.64
1999-06-01,1301.84,1327.75,1277.47,1327.75,706475000,1327.75
1999-05-24,1330.29,1333.02,1277.31,1301.84,782712000,1301.84
1999-05-17,1337.80,1350.49,1321.19,1330.29,731760000,1330.29
1999-05-10,1345.00,1375.98,1332.63,1337.80,791920000,1337.80
1999-05-03,1335.18,1354.64,1317.44,1345.00,869660000,1345.00
1999-04-26,1356.85,1371.56,1314.58,1335.18,899100000,1335.18
1999-04-19,1319.00,1363.65,1284.21,1356.85,958520000,1356.85
1999-04-12,1348.35,1362.38,1308.38,1319.00,933160000,1319.00
1999-04-05,1293.72,1351.22,1293.72,1348.35,773260000,1348.35
1999-03-29,1282.80,1313.60,1282.56,1293.72,776050000,1293.72
1999-03-22,1299.29,1303.84,1256.43,1282.80,744560000,1282.80
1999-03-15,1294.59,1323.82,1291.03,1299.29,795420000,1299.29
1999-03-08,1275.47,1306.43,1271.58,1294.59,818160000,1294.59
1999-03-01,1238.33,1275.73,1216.03,1275.47,762120000,1275.47
1999-02-22,1239.22,1283.84,1225.01,1238.33,761340000,1238.33
1999-02-16,1230.13,1252.17,1220.70,1239.22,707815000,1239.22
1999-02-08,1239.40,1254.05,1211.89,1230.13,734020000,1230.13
1999-02-01,1279.64,1283.75,1232.28,1239.40,849560000,1239.40
1999-01-25,1225.19,1280.37,1219.46,1279.64,855980000,1279.64
1999-01-19,1243.26,1274.07,1217.97,1225.19,837225000,1225.19
1999-01-11,1275.09,1276.22,1205.46,1243.26,829000000,1243.26
1999-01-04,1229.23,1278.24,1219.10,1275.09,887940000,1275.09
1998-12-28,1226.27,1244.93,1220.78,1229.23,607867500,1229.23
1998-12-21,1188.03,1229.89,1188.03,1226.27,592445000,1226.27
1998-12-14,1166.46,1188.89,1136.89,1188.03,764840000,1188.03
1998-12-07,1176.74,1193.53,1153.19,1166.46,706120000,1166.46
1998-11-30,1192.33,1192.72,1149.61,1176.74,742660000,1176.74
1998-11-23,1163.55,1192.97,1163.55,1192.33,595207500,1192.33
1998-11-16,1125.72,1163.55,1125.72,1163.55,673098000,1163.55
1998-11-09,1141.01,1141.01,1115.55,1125.72,648912000,1125.72
1998-11-02,1098.67,1141.30,1098.67,1141.01,754500000,1141.01
1998-10-26,1070.67,1103.78,1059.65,1098.67,707262000,1098.67
1998-10-19,1056.42,1084.06,1054.23,1070.67,766888000,1070.67
1998-10-12,984.39,1062.65,984.39,1056.42,839080000,1056.42
1998-10-05,1002.60,1008.77,923.32,984.39,926580000,984.39
1998-09-28,1044.75,1061.46,971.69,1002.60,810660000,1002.60
1998-09-21,1020.09,1066.11,993.82,1044.75,749436000,1044.75
1998-09-14,1009.06,1046.07,1009.06,1020.09,745140000,1020.09
1998-09-08,973.89,1027.72,968.64,1009.06,804625000,1009.06
1998-08-31,1027.14,1033.47,939.98,973.89,937900000,973.89
1998-08-24,1081.24,1106.64,1021.04,1027.14,735200000,1027.14
1998-08-17,1062.75,1106.32,1054.92,1081.24,651188000,1081.24
1998-08-10,1089.45,1092.82,1054.00,1062.75,674002000,1062.75
1998-08-03,1120.67,1121.79,1057.35,1089.45,770420000,1089.45
1998-07-27,1140.80,1147.27,1114.30,1120.67,660250000,1120.67
1998-07-20,1186.75,1190.58,1129.11,1140.80,680056000,1140.80
1998-07-13,1164.33,1188.10,1160.21,1186.75,658982000,1186.75
1998-07-06,1146.42,1166.93,1145.03,1164.33,597310000,1164.33
1998-06-29,1133.20,1148.56,1131.98,1146.42,633340000,1146.42
1998-06-22,1100.65,1142.04,1099.42,1133.20,618700000,1133.20
1998-06-15,1098.84,1112.87,1074.67,1100.65,662152000,1100.65
1998-06-08,1113.86,1126.00,1080.83,1098.84,595436000,1098.84
1998-06-01,1090.82,1113.88,1078.10,1113.86,569796000,1113.86
1998-05-26,1110.47,1116.79,1074.39,1090.82,592282500,1090.82
1998-05-18,1108.73,1124.45,1097.99,1110.47,533680000,1110.47
1998-05-11,1108.14,1124.03,1102.78,1108.73,593128000,1108.73
1998-05-04,1121.00,1130.52,1094.53,1108.14,578400000,1108.14
1998-04-27,1107.90,1121.02,1076.70,1121.00,656184000,1121.00
1998-04-20,1122.72,1132.98,1104.77,1107.90,650930000,1107.90
1998-04-13,1110.67,1122.72,1100.60,1122.72,647018000,1122.72
1998-04-06,1122.70,1131.99,1098.21,1110.67,615460000,1110.67
1998-03-30,1095.44,1126.36,1090.02,1122.70,635572000,1122.70
1998-03-23,1099.16,1113.07,1091.14,1095.44,620516000,1095.44
1998-03-16,1068.61,1101.04,1068.61,1099.16,635636000,1099.16
1998-03-09,1055.69,1075.86,1050.02,1068.61,620924000,1068.61
1998-03-02,1049.34,1055.69,1030.87,1055.69,632376000,1055.69
1998-02-23,1034.21,1051.66,1028.89,1049.34,594544000,1049.34
1998-02-17,1020.09,1034.21,1020.09,1034.21,597002500,1034.21
1998-02-09,1012.46,1026.30,1006.28,1020.09,582066000,1020.09
1998-02-02,980.28,1013.51,980.28,1012.46,677098000,1012.46
1998-01-26,957.59,992.65,954.24,980.28,661366000,980.28
1998-01-20,961.51,978.60,950.86,957.59,638322500,957.59
1998-01-12,927.69,965.12,912.83,961.51,638920000,961.51
1998-01-05,975.04,982.63,921.72,927.69,662476000,927.69
1997-12-29,936.46,975.04,936.46,975.04,444167500,975.04
1997-12-22,946.78,956.73,932.70,936.46,366655000,936.46
1997-12-15,953.39,974.30,924.92,946.78,650288000,946.78
1997-12-08,983.79,985.67,947.00,953.39,568558000,953.39
1997-12-01,955.40,986.25,955.40,983.79,597618000,983.79
1997-11-24,963.09,963.09,944.71,955.40,444907500,955.40
1997-11-17,928.35,964.55,928.35,963.09,570850000,963.09
1997-11-10,927.51,935.90,900.61,928.35,554972000,928.35
1997-11-03,914.62,949.62,914.62,927.51,552976000,927.51
1997-10-27,941.64,941.64,855.27,914.62,804848000,914.62
1997-10-20,944.16,972.61,937.55,941.64,606116000,941.64
1997-10-13,966.98,973.46,931.58,944.16,518486000,944.16
1997-10-06,965.03,983.12,963.34,966.98,534644000,966.98
1997-09-29,945.22,975.47,941.94,965.03,552278000,965.03
1997-09-22,950.51,960.59,937.38,945.22,536702000,945.22
1997-09-15,923.91,958.19,919.41,950.51,578566000,950.51
1997-09-08,929.05,938.90,902.56,923.91,521084000,923.91
1997-09-02,899.47,940.37,899.47,929.05,534160000,929.05
1997-08-25,923.55,930.93,896.82,899.47,446092000,899.47
1997-08-18,900.81,939.47,893.34,923.54,508078000,923.54
1997-08-11,933.54,942.99,900.81,900.81,527028000,900.81
1997-08-04,947.14,964.17,925.74,933.54,537272000,933.54
1997-07-28,938.79,957.73,932.56,947.14,528302000,947.14
1997-07-21,915.30,945.65,907.12,938.79,549710000,938.79
1997-07-14,916.68,939.32,912.02,915.30,590136000,915.30
1997-07-07,916.92,923.26,902.48,916.68,537058000,916.68
1997-06-30,887.30,917.82,879.82,916.92,501845000,916.92
1997-06-23,898.70,902.09,878.43,887.30,522190000,887.30
1997-06-16,893.27,901.77,886.19,898.70,527816000,898.70
1997-06-09,858.01,894.69,858.01,893.27,535014000,893.27
1997-06-02,848.28,859.24,838.82,858.01,474262000,858.01
1997-05-27,847.03,851.87,831.87,848.28,480822500,848.28
1997-05-19,829.75,848.49,826.41,847.03,436138000,847.03
1997-05-12,824.78,842.45,824.78,829.75,479808000,829.75
1997-05-05,812.97,832.29,811.80,824.78,528696000,824.78
1997-04-28,765.37,812.99,763.30,812.97,493676000,812.97
1997-04-21,766.34,779.89,756.38,765.37,460428000,765.37
1997-04-14,737.65,768.55,733.54,766.34,477138000,766.34
1997-04-07,757.90,769.53,737.64,737.65,444450000,737.65
1997-03-31,773.88,773.88,744.04,757.90,518490000,757.90
1997-03-24,784.10,798.11,767.32,773.88,480737500,773.88
1997-03-17,793.17,797.18,778.04,784.10,526882000,784.10
1997-03-10,804.97,814.90,789.44,793.17,490266000,793.17
1997-03-03,790.82,808.19,785.66,804.97,511238000,804.97
1997-02-24,801.77,812.85,788.50,790.82,507352000,790.82
1997-02-18,808.48,817.68,799.99,801.77,491032500,801.77
1997-02-10,789.56,812.93,780.95,808.48,520764000,808.48
1997-02-03,786.16,792.71,773.43,789.56,522244000,789.56
1997-01-27,770.52,791.86,761.75,786.16,517688000,786.16
1997-01-20,776.17,794.67,768.17,770.52,565794000,770.52
1997-01-13,759.50,776.37,756.69,776.17,514784000,776.17
1997-01-06,748.03,759.65,742.18,759.50,545660000,759.50
1996-12-30,756.79,759.20,729.55,748.03,413755000,748.03
1996-12-23,748.87,758.75,743.28,756.79,254215000,756.79
1996-12-16,728.64,755.41,716.69,748.87,529728000,748.87
1996-12-09,739.60,753.43,721.97,728.64,454672000,728.64
1996-12-02,757.02,761.75,726.89,739.60,482298000,739.60
1996-11-25,748.73,762.12,747.99,757.02,348852500,757.02
1996-11-18,737.62,748.73,734.39,748.73,467608000,748.73
1996-11-11,730.82,741.92,728.03,737.62,452998000,737.62
1996-11-04,703.77,730.82,702.84,730.82,459980000,730.82
1996-10-28,700.92,708.60,696.22,703.77,442726000,703.77
1996-10-21,710.82,714.10,700.53,700.92,410840000,700.92
1996-10-14,700.66,711.04,699.07,710.82,434792000,710.82
1996-10-07,701.46,705.76,693.34,700.66,403054000,700.66
1996-09-30,686.19,701.74,684.44,701.46,420138000,701.46
1996-09-23,687.03,690.88,681.01,686.19,425050000,686.19
1996-09-16,680.54,687.07,679.06,687.03,438906000,687.03
1996-09-09,655.68,681.39,655.68,680.54,389710000,680.54
1996-09-03,651.99,658.21,643.97,655.68,351792500,655.68
1996-08-26,667.03,667.41,650.52,651.99,293578000,651.99
1996-08-19,665.21,670.68,662.16,667.03,328164000,667.03
1996-08-12,662.10,666.34,658.47,665.21,335940000,665.21
1996-08-05,662.49,665.37,656.83,662.10,342144000,662.10
1996-07-29,635.90,662.49,629.22,662.49,381480000,662.49
1996-07-22,638.73,638.73,616.43,635.90,393504000,635.90
1996-07-15,646.19,646.19,605.88,638.73,499672000,638.73
1996-07-08,657.44,657.65,639.52,646.19,421258000,646.19
1996-07-01,670.63,675.88,657.41,657.44,312870000,657.44
1996-06-24,666.84,672.68,661.56,670.63,397660000,670.63
1996-06-17,665.85,668.27,658.75,666.84,403342000,666.84
1996-06-10,673.31,676.72,664.35,665.85,385662000,665.85
1996-06-03,669.12,680.32,662.48,673.31,399504000,673.31
1996-05-28,678.51,679.98,664.56,669.12,355480000,669.12
1996-05-20,668.91,681.10,667.64,678.51,395856000,678.51
1996-05-13,652.09,669.84,652.09,668.91,424724000,668.91
1996-05-06,641.63,653.00,630.07,652.09,422946000,652.09
1996-04-29,653.46,656.44,640.23,641.63,403802000,641.63
1996-04-22,645.07,656.43,645.07,653.46,441386000,653.46
1996-04-15,636.71,647.32,636.71,645.07,423144000,645.07
1996-04-08,655.86,655.86,624.14,636.71,449346000,636.71
1996-04-01,645.50,656.68,645.50,655.86,392195000,655.86
1996-03-25,650.62,655.50,644.89,645.50,385466000,645.50
1996-03-18,641.43,656.18,641.43,650.62,396350000,650.62
1996-03-11,633.50,644.17,628.82,641.43,468022000,641.43
1996-03-04,644.37,656.97,627.63,633.50,452706000,633.50
1996-02-26,659.08,659.08,635.00,644.37,440622000,644.37
1996-02-20,647.98,663.00,638.79,659.08,438932500,659.08
1996-02-12,656.37,664.23,646.99,647.98,424422000,647.98
1996-02-05,635.84,661.08,633.71,656.37,451808000,656.37
1996-01-29,621.62,639.26,621.42,635.84,436268000,635.84
1996-01-22,611.83,621.70,610.65,621.62,426060000,621.62
1996-01-15,601.81,612.92,598.47,611.83,427650000,611.83
1996-01-08,616.71,619.15,597.29,601.81,367358000,601.81
1996-01-02,615.93,624.49,612.02,616.71,445705000,616.71
1995-12-26,611.96,615.93,611.96,615.93,269872500,615.93
1995-12-18,616.34,616.34,605.05,611.95,409528000,611.95
1995-12-11,617.48,622.88,614.46,616.34,441864000,616.34
1995-12-04,606.98,621.11,606.84,617.48,393556000,617.48
1995-11-27,599.97,608.69,599.02,606.98,399926000,606.98
1995-11-20,600.07,600.71,595.42,599.97,318080000,599.97
1995-11-13,592.72,600.14,588.36,600.07,377368000,600.07
1995-11-06,590.57,593.90,584.24,592.72,342602000,592.72
1995-10-30,579.70,590.57,579.70,590.57,364042000,590.57
1995-10-23,587.46,587.46,572.53,579.70,404682000,579.70
1995-10-16,584.50,590.66,581.90,587.46,372876000,587.46
1995-10-09,582.49,587.39,571.55,584.50,349502000,584.50
1995-10-02,584.41,585.05,578.48,582.49,342294000,582.49
1995-09-25,581.73,587.61,574.68,584.41,350204000,584.41
1995-09-18,583.35,586.79,578.25,581.73,367040000,581.73
1995-09-11,572.68,585.07,572.68,583.35,373602000,583.35
1995-09-05,563.86,572.68,563.84,572.68,335467500,572.68
1995-08-28,560.10,564.62,555.71,563.84,293328000,563.84
1995-08-21,559.21,563.34,555.20,560.10,288234000,560.10
1995-08-14,555.11,561.24,554.76,559.21,332022000,559.21
1995-08-07,558.94,561.59,553.04,555.11,292208000,555.11
1995-07-31,562.93,565.62,554.10,558.94,333268000,558.94
1995-07-24,553.62,565.40,553.62,562.93,350026000,562.93
1995-07-17,560.34,562.94,542.51,553.62,399966000,553.62
1995-07-10,556.37,562.00,553.80,559.89,380652000,559.89
1995-07-03,544.75,556.57,544.43,556.37,340697500,556.37
1995-06-26,549.71,549.79,540.72,544.75,327292000,544.75
1995-06-19,539.83,551.07,539.83,549.71,369246000,549.71
1995-06-12,527.94,539.98,527.94,539.83,347558000,539.83
1995-06-05,532.51,537.73,526.00,527.94,324650000,527.94
1995-05-30,523.65,536.91,521.38,532.51,338280000,532.51
1995-05-22,519.19,531.91,519.19,523.65,334620000,523.65
1995-05-15,525.55,529.08,517.07,519.19,347252000,519.19
1995-05-08,520.09,527.05,519.14,525.55,347200000,525.55
1995-05-01,514.76,525.40,513.03,520.12,353826000,520.12
1995-04-24,508.49,515.29,507.44,514.71,340034000,514.71
1995-04-17,509.23,512.03,501.19,508.49,365672000,508.49
1995-04-10,506.30,509.83,504.61,509.23,300275000,509.23
1995-04-03,500.70,507.19,500.20,506.42,315480000,506.42
1995-03-27,500.97,508.15,495.70,500.71,343714000,500.71
1995-03-20,495.52,500.97,493.67,500.97,331774000,500.97
1995-03-13,489.57,496.67,489.35,495.52,337006000,495.52
1995-03-06,485.42,490.37,479.70,489.57,341292000,489.57
1995-02-27,488.26,488.26,483.07,485.42,325296000,485.42
1995-02-21,481.95,489.19,481.94,488.11,336190000,488.11
1995-02-13,481.46,485.54,480.89,481.97,328798000,481.97
1995-02-06,478.64,482.60,478.36,481.46,315984000,481.46
1995-01-30,470.39,479.91,467.49,478.65,377712000,478.65
1995-01-23,464.78,471.36,461.14,470.39,325622000,470.39
1995-01-16,465.97,470.43,463.99,464.78,333480000,464.78
1995-01-09,460.67,466.43,458.65,465.97,325466000,465.97
1995-01-03,459.21,462.49,457.20,460.68,299770000,460.68
1994-12-27,459.85,462.73,459.00,459.27,241087500,459.27
1994-12-19,458.78,461.70,456.37,459.83,302876000,459.83
1994-12-12,446.95,458.80,445.62,458.80,352498000,458.80
1994-12-05,453.30,455.04,442.88,446.96,307928000,446.96
1994-11-28,452.26,457.13,447.97,453.30,284284000,453.30
1994-11-21,461.69,463.41,444.18,452.29,307337500,452.29
1994-11-14,462.44,468.51,460.25,461.47,314746000,461.47
1994-11-07,462.31,469.95,461.25,462.35,277076000,462.35
1994-10-31,473.76,474.74,462.28,462.28,302970000,462.28
1994-10-24,464.89,473.78,458.26,473.77,328144000,473.77
1994-10-17,469.11,471.43,463.83,464.89,292404000,464.89
1994-10-10,455.12,471.30,455.12,469.10,285574000,469.10
1994-10-03,462.69,463.31,449.27,455.10,302254000,455.10
1994-09-26,459.65,465.55,459.31,462.71,297412000,462.71
1994-09-19,471.21,473.15,458.47,459.67,312052000,459.67
1994-09-12,468.18,474.81,466.15,471.19,305640000,471.19
1994-09-06,471.00,473.40,466.55,468.18,269592500,468.18
1994-08-29,473.89,477.59,470.67,470.99,282846000,470.99
1994-08-22,463.61,474.65,461.46,473.80,288594000,473.80
1994-08-15,461.97,465.91,459.89,463.68,280612000,463.68
1994-08-08,457.08,462.27,456.66,461.94,256258000,461.94
1994-08-01,458.28,462.77,456.08,457.09,271236000,457.09
1994-07-25,453.10,459.33,451.36,458.26,242674000,458.26
1994-07-18,454.41,455.71,450.69,453.11,260110000,453.11
1994-07-11,449.56,454.33,444.65,454.16,267850000,454.16
1994-07-05,446.20,449.75,444.18,449.55,231975000,449.55
1994-06-27,442.78,449.83,439.83,446.20,254938000,446.20
1994-06-20,458.45,458.45,442.51,442.80,259420000,442.80
1994-06-13,458.67,463.23,457.18,458.45,286354000,458.45
1994-06-06,460.13,461.87,455.43,458.67,245022000,458.67
1994-05-31,457.32,460.86,453.99,460.13,259932500,460.13
1994-05-23,454.92,457.77,451.79,457.33,245210000,457.33
1994-05-16,444.15,456.88,443.62,454.92,296502000,454.92
1994-05-09,447.82,447.82,440.78,444.14,270154000,444.14
1994-05-02,450.91,453.98,445.64,447.82,279988000,447.82
1994-04-25,447.64,452.79,447.58,450.91,292402500,450.91
1994-04-18,446.27,449.96,438.83,447.63,327154000,447.63
1994-04-11,447.12,450.80,442.62,446.18,272776000,446.18
1994-04-04,445.66,451.10,435.86,447.10,313150000,447.10
1994-03-28,460.58,461.12,436.16,445.77,346702500,445.77
1994-03-21,471.06,471.06,460.58,460.58,272900000,460.58
1994-03-14,466.44,471.09,465.48,471.06,327542000,471.06
1994-03-07,464.74,468.07,462.46,466.44,313354000,466.44
1994-02-28,466.07,469.16,457.49,464.74,307582000,464.74
1994-02-22,467.69,472.41,464.26,466.07,299357500,466.07
1994-02-14,470.18,475.12,466.07,467.69,299734000,467.69
1994-02-07,469.81,473.41,466.89,470.18,308022000,470.18
1994-01-31,478.70,482.85,469.28,469.81,334214000,469.81
1994-01-24,474.72,479.75,470.27,478.70,317464000,478.70
1994-01-17,474.91,475.56,472.21,474.72,302198000,474.72
1994-01-10,469.90,475.32,469.55,474.91,303712000,474.91
1994-01-03,466.51,470.26,464.36,469.90,337530000,469.90
1993-12-27,467.40,471.29,466.45,466.45,201236000,466.45
1993-12-20,466.38,468.97,464.03,467.38,257237500,467.38
1993-12-13,463.93,466.38,461.84,466.38,302354000,466.38
1993-12-06,464.89,466.89,462.66,463.93,285142000,463.93
1993-11-29,463.06,464.89,460.45,464.89,275594000,464.89
1993-11-22,462.60,463.63,457.08,463.06,215345000,463.06
1993-11-15,465.39,467.24,460.03,462.60,297682000,462.60
1993-11-08,459.57,465.84,458.78,465.39,280842000,465.39
1993-11-01,467.83,469.11,454.36,459.57,312648000,459.57
1993-10-25,463.27,468.76,462.05,467.83,279292000,467.83
1993-10-18,469.50,470.04,463.27,463.27,306138000,463.27
1993-10-11,460.31,471.10,460.31,469.50,291320000,469.50
1993-10-04,461.28,463.15,456.40,460.31,259966000,460.31
1993-09-27,457.63,462.17,457.63,461.28,260758000,461.28
1993-09-20,458.84,459.91,449.64,457.63,270804000,457.63
1993-09-13,461.70,463.38,456.31,458.83,281820000,458.83
1993-09-07,461.34,462.07,453.75,461.72,260155000,461.72
1993-08-30,460.54,463.80,459.91,461.34,229816000,461.34
1993-08-23,456.12,462.87,454.29,460.54,247012000,460.54
1993-08-16,450.25,456.99,450.25,456.16,275606000,456.16
1993-08-09,448.68,451.63,447.53,450.14,249900000,450.14
1993-08-02,448.13,450.43,446.94,448.68,239320000,448.68
1993-07-26,447.06,450.77,446.59,448.13,253618000,448.13
1993-07-19,445.75,447.63,443.71,447.10,248836000,447.10
1993-07-12,448.13,451.12,445.66,445.75,255474000,445.75
1993-07-06,445.86,448.94,441.40,448.11,251525000,448.11
1993-06-28,447.60,451.90,445.20,445.84,262462000,445.84
1993-06-21,443.68,448.64,442.50,447.60,247864000,447.60
1993-06-14,447.26,448.98,443.61,443.68,250472000,443.68
1993-06-07,450.07,450.75,444.09,447.26,243188000,447.26
1993-06-01,450.23,455.63,448.92,450.06,259315000,450.06
1993-05-24,445.84,454.55,445.26,450.19,240588000,450.19
1993-05-17,439.56,450.59,436.86,445.84,280516000,445.84
1993-05-10,442.34,445.42,438.10,439.56,251314000,439.56
1993-05-03,440.19,446.09,438.25,442.31,249310000,442.31
1993-04-26,437.03,442.29,432.30,440.19,266520000,440.19
1993-04-19,448.94,449.14,436.82,437.03,284040000,437.03
1993-04-12,441.84,450.40,441.84,448.94,273676000,448.94
1993-04-05,441.42,443.77,439.48,441.84,293532500,441.84
1993-03-29,447.76,454.88,440.71,441.39,253642000,441.39
1993-03-22,450.17,452.09,446.08,447.78,243680000,447.78
1993-03-15,449.83,453.32,447.99,450.18,247372000,450.18
1993-03-08,446.12,456.76,446.12,449.83,266810000,449.83
1993-03-01,443.38,450.00,441.07,446.11,253458000,446.11
1993-02-22,434.21,443.77,432.41,443.38,288880000,443.38
1993-02-16,444.53,444.53,428.25,434.22,314235000,434.22
1993-02-08,448.94,450.04,444.24,444.58,241944000,444.58
1993-02-01,438.78,449.86,438.78,448.93,306278000,448.93
1993-01-25,436.11,442.66,436.11,438.78,276810000,438.78
1993-01-18,437.13,437.81,432.48,436.11,259800000,436.11
1993-01-11,429.04,439.49,428.19,437.15,258536000,437.15
1993-01-04,435.70,437.32,426.88,429.05,261024000,429.05
1992-12-28,439.77,442.65,435.71,435.71,176867500,435.71
1992-12-21,441.26,441.64,438.25,439.77,201122500,439.77
1992-12-14,433.73,441.29,430.88,441.28,259576000,441.28
1992-12-07,432.06,436.99,432.06,433.73,217448000,433.73
1992-11-30,430.19,432.89,428.61,432.06,241844000,432.06
1992-11-23,426.65,431.93,424.83,430.16,186947500,430.16
1992-11-16,422.44,426.98,418.31,426.65,211304000,426.65
1992-11-09,417.58,423.10,416.79,422.43,216690000,422.43
1992-11-02,418.66,422.81,415.58,417.58,206172000,417.58
1992-10-26,414.09,421.16,413.71,418.68,200436000,418.68
1992-10-19,411.73,417.98,410.66,414.10,222984000,414.10
1992-10-12,402.66,411.73,402.66,411.73,187746000,411.73
1992-10-05,410.47,410.47,396.80,402.66,211674000,402.66
1992-09-28,414.35,418.67,410.45,410.47,181358000,410.47
1992-09-21,422.90,422.90,412.71,414.35,190016000,414.35
1992-09-14,419.65,425.27,417.77,422.93,223992000,422.93
1992-09-08,417.08,420.58,414.30,419.58,185697500,419.58
1992-08-31,414.87,420.31,413.35,417.08,171704000,417.08
1992-08-24,414.80,415.83,408.30,414.84,174234000,414.84
1992-08-17,419.89,421.89,413.58,414.85,179974000,414.85
1992-08-10,418.87,420.40,416.40,419.91,169110000,419.91
1992-08-03,424.19,425.14,418.51,418.88,175150000,418.88
1992-07-27,411.60,424.80,411.27,424.21,204988000,424.21
1992-07-20,415.62,415.62,409.81,411.60,173812000,411.60
1992-07-13,414.62,417.93,412.96,415.62,190004000,415.62
1992-07-06,411.77,415.88,407.20,414.62,197350000,414.62
1992-06-29,403.47,415.71,403.47,411.77,201682500,411.77
1992-06-22,403.64,405.53,399.92,403.45,177964000,403.45
1992-06-15,409.76,411.68,400.51,403.67,209060000,403.67
1992-06-08,413.48,413.95,406.11,409.76,189960000,409.76
1992-06-01,415.35,417.30,410.97,413.48,200526000,413.48
1992-05-26,414.02,418.36,410.23,415.35,194812500,415.35
1992-05-18,410.13,416.83,410.13,414.02,173652000,414.02
1992-05-11,416.05,418.75,409.85,410.09,181268000,410.09
1992-05-04,412.54,418.53,412.54,416.05,182548000,416.05
1992-04-27,409.03,415.21,406.33,412.53,193976000,412.53
1992-04-20,416.05,416.05,406.86,409.02,212092000,409.02
1992-04-13,404.28,416.28,403.90,416.04,209302500,416.04
1992-04-06,401.54,405.93,392.41,404.29,213072000,404.29
1992-03-30,403.50,405.21,398.21,401.55,175334000,401.55
1992-03-23,411.29,411.43,402.87,403.50,176834000,403.50
1992-03-16,405.85,411.30,403.55,411.30,195688000,411.30
1992-03-09,404.45,409.16,401.94,405.84,181638000,405.84
1992-03-02,412.68,413.78,403.65,404.44,195818000,404.44
1992-02-24,411.46,416.07,408.02,412.70,209364000,412.70
1992-02-18,412.48,414.26,406.34,411.43,249892500,411.43
1992-02-10,411.07,418.08,411.07,412.48,213328000,412.48
1992-02-03,408.79,416.17,407.45,411.09,230916000,411.09
1992-01-27,415.44,417.83,408.64,408.78,210122000,408.78
1992-01-20,418.86,419.78,411.32,415.48,215200000,415.48
1992-01-13,415.05,421.18,413.54,418.86,280922000,418.86
1992-01-06,419.31,420.50,413.31,415.10,264644000,415.10
1991-12-30,406.49,419.79,406.49,419.34,231130000,419.34
1991-12-23,387.05,406.58,386.96,406.46,174680000,406.46
1991-12-16,384.48,388.24,380.64,387.04,214454000,387.04
1991-12-09,379.09,385.04,374.78,384.47,192506000,384.47
1991-12-02,375.11,382.39,371.36,379.10,185822000,379.10
1991-11-25,376.14,378.29,371.63,375.22,158557500,375.22
1991-11-18,382.62,385.40,374.52,376.14,212390000,376.14
1991-11-11,392.90,398.22,382.62,382.62,190346000,382.62
1991-11-04,391.29,396.43,387.58,392.89,176786000,392.89
1991-10-28,384.20,395.10,384.20,391.32,187060000,391.32
1991-10-21,392.49,392.49,382.97,384.20,176008000,384.20
1991-10-14,381.45,393.81,381.45,392.50,195832000,392.50
1991-10-07,381.22,381.46,376.11,381.45,165070000,381.45
1991-09-30,385.91,390.03,381.24,381.25,163018000,381.25
1991-09-23,387.90,389.09,384.46,385.90,157968000,385.90
1991-09-16,383.59,389.42,382.77,387.92,189554000,387.92
1991-09-09,389.11,389.34,382.85,383.59,147308000,383.59
1991-09-03,395.43,397.62,387.36,389.10,160015000,389.10
1991-08-26,394.17,396.82,391.77,395.43,148544000,395.43
1991-08-19,385.58,395.34,374.09,394.17,201852000,394.17
1991-08-12,387.11,392.12,383.16,385.58,169320000,385.58
1991-08-05,387.17,391.80,384.29,387.12,156472000,387.12
1991-07-29,380.93,389.56,380.45,387.18,160944000,387.18
1991-07-22,384.21,384.86,378.15,380.93,148300000,380.93
1991-07-15,380.28,385.83,380.24,384.22,186366000,384.22
1991-07-08,374.09,381.41,370.92,380.25,160228000,380.25
1991-07-01,371.18,377.93,371.18,374.08,133815000,374.08
1991-06-24,377.74,377.74,367.98,371.16,161534000,371.16
1991-06-17,382.30,382.31,373.87,377.75,160632000,377.75
1991-06-10,379.43,382.30,374.46,382.29,153814000,382.29
1991-06-03,389.81,389.81,378.76,379.43,175766000,379.43
1991-05-28,377.49,389.85,377.12,389.83,204320000,389.83
1991-05-20,372.39,378.08,371.26,377.49,148632000,377.49
1991-05-13,375.74,377.02,365.83,372.39,171858000,372.39
1991-05-06,380.78,383.91,375.61,375.74,158566000,375.74
1991-04-29,379.01,382.14,373.01,380.80,176646000,380.80
